date,0
2018-02-25,9
2018-02-26,10
2018-02-27,17
2018-02-28,7
2018-03-01,8
2018-03-02,3
2018-03-03,12
2018-03-04,7
2018-03-05,8
2018-03-06,5
2018-03-07,3
2018-03-08,4
2018-03-09,8
2018-03-10,8
2018-03-11,6
2018-03-12,6
2018-03-13,12
2018-03-14,9
2018-03-15,13
2018-03-16,14
2018-03-17,2
2018-03-18,12
2018-03-19,10
2018-03-20,10
2018-03-21,7
2018-03-22,16
2018-03-23,6
2018-03-24,6
2018-03-25,6
2018-03-26,14
2018-03-27,9
2018-03-28,11
2018-03-29,11
2018-03-30,14
2018-03-31,12
2018-04-01,8
2018-04-02,6
2018-04-03,6
2018-04-04,7
2018-04-05,9
2018-04-06,9
2018-04-07,14
2018-04-08,12
2018-04-09,8
2018-04-10,11
2018-04-11,8
2018-04-12,7
2018-04-13,12
2018-04-14,12
2018-04-15,8
2018-04-16,11
2018-04-17,7
2018-04-18,15
2018-04-19,4
2018-04-20,8
2018-04-21,9
2018-04-22,17
2018-04-23,10
2018-04-24,6
2018-04-25,7
2018-04-26,6
2018-04-27,9
2018-04-28,8
2018-04-29,12
2018-04-30,18
2018-05-01,10
2018-05-02,15
2018-05-03,10
2018-05-04,20
2018-05-05,13
2018-05-06,10
2018-05-07,12
2018-05-08,10
2018-05-09,17
2018-05-10,15
2018-05-11,9
2018-05-12,13
2018-05-13,10
2018-05-14,6
2018-05-15,10
2018-05-16,14
2018-05-17,14
2018-05-18,8
2018-05-19,7
2018-05-20,12
2018-05-21,19
2018-05-22,8
2018-05-23,12
2018-05-24,10
2018-05-25,16
2018-05-26,8
2018-05-27,10
2018-05-28,13
2018-05-29,17
2018-05-30,8
2018-05-31,8
2018-06-01,17
2018-06-02,7
2018-06-03,11
2018-06-04,9
2018-06-05,15
2018-06-06,10
2018-06-07,15
2018-06-08,13
2018-06-09,8
2018-06-10,13
2018-06-11,15
2018-06-12,16
2018-06-13,8
2018-06-14,7
2018-06-15,11
2018-06-16,10
2018-06-17,12
2018-06-18,7
2018-06-19,10
2018-06-20,13
2018-06-21,7
2018-06-22,14
2018-06-23,14
2018-06-24,11
2018-06-25,13
2018-06-26,15
2018-06-27,11
2018-06-28,2
2018-06-29,0
2018-06-30,0
2018-07-01,12
2018-07-02,15
2018-07-03,6
2018-07-04,10
2018-07-05,10
2018-07-06,12
2018-07-07,9
2018-07-08,10
2018-07-09,8
2018-07-10,11
2018-07-11,15
2018-07-12,12
2018-07-13,7
2018-07-14,14
2018-07-15,4
2018-07-16,9
2018-07-17,10
2018-07-18,9
2018-07-19,15
2018-07-20,10
2018-07-21,7
2018-07-22,18
2018-07-23,5
2018-07-24,5
2018-07-25,7
2018-07-26,14
2018-07-27,15
2018-07-28,14
2018-07-29,6
2018-07-30,11
2018-07-31,9
2018-08-01,12
2018-08-02,17
2018-08-03,7
2018-08-04,12
2018-08-05,13
2018-08-06,11
2018-08-07,4
2018-08-08,6
2018-08-09,8
2018-08-10,15
2018-08-11,14
2018-08-12,16
2018-08-13,12
2018-08-14,11
2018-08-15,9
2018-08-16,16
2018-08-17,11
2018-08-18,12
2018-08-19,9
2018-08-20,9
2018-08-21,17
2018-08-22,12
2018-08-23,12
2018-08-24,10
2018-08-25,5
2018-08-26,11
2018-08-27,19
2018-08-28,6
2018-08-29,0
2018-08-30,0
2018-08-31,0
2018-09-01,4
2018-09-02,9
2018-09-03,11
2018-09-04,13
2018-09-05,12
2018-09-06,13
2018-09-07,8
2018-09-08,8
2018-09-09,5
2018-09-10,9
2018-09-11,8
2018-09-12,11
2018-09-13,17
2018-09-14,14
2018-09-15,11
2018-09-16,7
2018-09-17,11
2018-09-18,11
2018-09-19,13
2018-09-20,18
2018-09-21,22
2018-09-22,11
2018-09-23,8
2018-09-24,6
2018-09-25,12
2018-09-26,10
2018-09-27,4
2018-09-28,13
2018-09-29,16
2018-09-30,13
2018-10-01,17
2018-10-02,5
2018-10-03,11
2018-10-04,12
2018-10-05,15
2018-10-06,9
2018-10-07,8
2018-10-08,11
2018-10-09,16
2018-10-10,13
2018-10-11,9
2018-10-12,16
2018-10-13,8
2018-10-14,10
2018-10-15,10
2018-10-16,12
2018-10-17,14
2018-10-18,6
2018-10-19,11
2018-10-20,10
2018-10-21,8
2018-10-22,10
2018-10-23,13
2018-10-24,14
2018-10-25,9
2018-10-26,9
2018-10-27,10
2018-10-28,16
2018-10-29,10
2018-10-30,13
2018-10-31,16
2018-11-01,13
2018-11-02,13
2018-11-03,7
2018-11-04,15
2018-11-05,9
2018-11-06,7
2018-11-07,7
2018-11-08,13
2018-11-09,6
2018-11-10,14
2018-11-11,9
2018-11-12,11
2018-11-13,9
2018-11-14,9
2018-11-15,8
2018-11-16,9
2018-11-17,10
2018-11-18,15
2018-11-19,14
2018-11-20,7
2018-11-21,2
2018-11-22,8
2018-11-23,12
2018-11-24,9
2018-11-25,5
2018-11-26,9
2018-11-27,1
2018-11-28,0
2018-11-29,0
2018-11-30,0
2018-12-01,10
2018-12-02,14
2018-12-03,18
2018-12-04,13
2018-12-05,7
2018-12-06,10
2018-12-07,13
2018-12-08,13
2018-12-09,14
2018-12-10,16
2018-12-11,13
2018-12-12,15
2018-12-13,11
2018-12-14,15
2018-12-15,15
2018-12-16,8
2018-12-17,13
2018-12-18,6
